fish_id,group,batch,n_weight_drops,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,last_observed_dpf,survived_to_6dpf,high_burden_state_dpf6_TRUTH,first_high_state_dpf_TRUTH,max_hidden_state_TRUTH,max_manual_pts_stage_TRUTH,susceptibility_z_TRUTH,is_synthetic,simulator_seed
TBI0093,tbi_low,1,3,220.6869,662.0607,6,True,0.0,,0,1,-1.5417,True,42
TBI0094,tbi_low,3,3,201.7377,605.2132,6,True,0.0,,0,1,-0.9768,True,42
TBI0095,tbi_low,2,3,206.6052,619.8157,6,True,0.0,,1,2,-0.2101,True,42
TBI0096,tbi_low,1,3,192.0556,576.1668,6,True,0.0,,1,1,-0.0975,True,42
TBI0097,tbi_low,2,3,204.7908,614.3723,6,True,0.0,,0,0,-1.8554,True,42
TBI0098,tbi_low,1,3,207.4244,622.2733,6,True,1.0,6.0,2,2,1.0088,True,42
TBI0099,tbi_low,2,3,221.7831,665.3492,6,True,0.0,,0,0,-0.2443,True,42
TBI0100,tbi_low,2,3,192.9575,578.8726,6,True,1.0,6.0,2,2,0.2984,True,42
TBI0101,tbi_low,3,3,192.8658,578.5975,6,True,0.0,,0,0,-1.2978,True,42
TBI0102,tbi_low,1,3,182.5781,547.7343,6,True,0.0,,1,1,0.0552,True,42
TBI0103,tbi_low,2,3,222.5035,667.5104,6,True,0.0,,1,1,0.9426,True,42
TBI0104,tbi_low,2,3,226.5356,679.6069,6,True,0.0,5.0,2,3,1.1224,True,42
TBI0105,tbi_low,1,3,205.1051,615.3152,6,True,0.0,,1,2,1.3703,True,42
TBI0106,tbi_low,4,3,212.1503,636.451,6,True,0.0,,0,0,-0.557,True,42
TBI0107,tbi_low,1,3,232.6828,698.0483,6,True,0.0,,1,1,0.8635,True,42
TBI0108,tbi_low,2,3,176.6341,529.9022,6,True,0.0,,0,0,-1.3049,True,42
TBI0109,tbi_low,1,3,181.9703,545.9109,6,True,0.0,,0,1,0.1312,True,42
TBI0110,tbi_low,3,3,197.3409,592.0227,6,True,0.0,,1,2,-0.2647,True,42
TBI0111,tbi_low,4,3,186.4408,559.3223,6,True,0.0,,0,0,0.9225,True,42
TBI0112,tbi_low,1,3,186.642,559.9259,6,True,0.0,,0,0,0.7088,True,42
TBI0113,tbi_low,1,3,198.8504,596.5511,5,False,,,0,0,0.969,True,42
TBI0114,tbi_low,3,3,170.861,512.5829,6,True,0.0,,1,1,0.5819,True,42
TBI0115,tbi_low,1,3,192.7276,578.1828,6,True,1.0,6.0,2,3,0.077,True,42
TBI0116,tbi_low,2,3,200.4516,601.3548,6,True,0.0,,1,2,0.9545,True,42
TBI0117,tbi_low,1,3,167.0714,501.2141,6,True,0.0,,0,1,1.5274,True,42
TBI0118,tbi_low,3,3,163.6556,490.9667,6,True,0.0,,0,0,-0.9041,True,42
TBI0119,tbi_low,1,3,193.5691,580.7072,6,True,0.0,,0,1,1.168,True,42
TBI0120,tbi_low,1,3,190.403,571.2091,6,True,0.0,,0,0,-0.1693,True,42
TBI0121,tbi_moderate,2,5,227.3119,1136.5594,6,True,0.0,,0,0,-1.7178,True,42
TBI0122,tbi_moderate,3,5,207.0128,1035.0639,6,True,0.0,,1,1,-0.2533,True,42
TBI0123,tbi_moderate,2,5,218.1743,1090.8716,6,True,0.0,4.0,2,2,0.0608,True,42
TBI0124,tbi_moderate,4,5,207.4184,1037.0919,6,True,0.0,,1,1,0.0066,True,42
TBI0125,tbi_moderate,3,5,196.2977,981.4885,6,True,0.0,,1,1,0.0899,True,42
TBI0126,tbi_moderate,4,5,186.5167,932.5835,6,True,1.0,5.0,2,2,1.581,True,42
TBI0127,tbi_moderate,1,5,222.0091,1110.0453,4,False,,4.0,2,2,1.9426,True,42
TBI0128,tbi_moderate,3,5,179.1387,895.6937,6,True,0.0,,1,2,0.2708,True,42
TBI0129,tbi_moderate,1,5,215.8439,1079.2194,6,True,0.0,,1,2,-0.5393,True,42
TBI0130,tbi_moderate,2,5,190.0674,950.3371,6,True,0.0,,1,1,-0.8726,True,42
TBI0131,tbi_moderate,4,5,225.4889,1127.4445,6,True,0.0,,1,2,-0.5635,True,42
TBI0132,tbi_moderate,4,5,168.4243,842.1213,6,True,0.0,,1,1,0.5262,True,42
TBI0133,tbi_moderate,3,5,220.4425,1102.2127,6,True,0.0,,1,1,1.2148,True,42
TBI0134,tbi_moderate,3,5,181.6512,908.2562,6,True,0.0,,1,1,0.329,True,42
TBI0135,tbi_moderate,4,5,215.9314,1079.6571,6,True,1.0,4.0,2,3,-0.3564,True,42
TBI0136,tbi_moderate,4,5,173.1929,865.9646,6,True,1.0,6.0,2,3,1.9127,True,42
TBI0137,tbi_moderate,1,5,206.9739,1034.8696,6,True,0.0,,1,1,0.0093,True,42
TBI0138,tbi_moderate,4,5,193.2555,966.2773,6,True,0.0,,0,1,0.1017,True,42
TBI0139,tbi_moderate,1,5,192.3832,961.9162,6,True,0.0,,1,1,-1.2929,True,42
TBI0140,tbi_moderate,1,5,172.1857,860.9287,6,True,0.0,4.0,2,3,-0.2331,True,42
TBI0141,tbi_moderate,4,5,189.8723,949.3614,6,True,1.0,5.0,2,2,-1.9323,True,42
TBI0142,tbi_moderate,1,5,161.9505,809.7527,6,True,1.0,4.0,2,3,0.099,True,42
TBI0143,tbi_moderate,3,5,199.2481,996.2407,6,True,0.0,5.0,2,3,0.4995,True,42
TBI0144,tbi_moderate,2,5,172.1095,860.5473,6,True,0.0,,1,1,-0.7516,True,42
TBI0145,tbi_moderate,3,5,194.4204,972.1022,6,True,0.0,4.0,2,2,-0.5492,True,42
TBI0146,tbi_moderate,3,5,181.8595,909.2976,6,True,1.0,6.0,2,2,0.5524,True,42
TBI0147,tbi_moderate,3,5,207.3985,1036.9927,6,True,0.0,,0,0,-1.8758,True,42
TBI0148,tbi_moderate,1,5,210.1334,1050.6671,6,True,0.0,,1,1,-1.3121,True,42
TBI0149,tbi_moderate,3,5,163.1268,815.6338,6,True,0.0,,1,1,-0.3176,True,42
TBI0150,tbi_moderate,4,5,222.2668,1111.3341,6,True,0.0,4.0,2,2,-0.3728,True,42
TBI0151,tbi_moderate,4,5,198.0271,990.1357,6,True,0.0,5.0,2,3,-1.0493,True,42
TBI0152,tbi_moderate,2,5,196.5219,982.6095,6,True,1.0,4.0,2,3,0.5725,True,42
TBI0153,tbi_moderate,4,5,201.3606,1006.803,5,False,,4.0,2,2,0.9089,True,42
TBI0154,tbi_moderate,4,5,198.1692,990.8458,6,True,0.0,4.0,2,3,-0.0165,True,42
TBI0155,tbi_moderate,1,5,190.3488,951.744,6,True,0.0,,1,2,-1.6484,True,42
TBI0156,tbi_moderate,4,5,198.6871,993.4357,6,True,0.0,5.0,2,2,0.4817,True,42
TBI0157,tbi_moderate,2,5,197.0445,985.2226,6,True,1.0,6.0,2,2,-0.7851,True,42
TBI0158,tbi_moderate,3,5,216.5771,1082.8856,6,True,1.0,5.0,2,3,-0.1791,True,42
TBI0159,tbi_moderate,4,5,206.4724,1032.3619,6,True,0.0,,1,1,-0.6256,True,42
TBI0160,tbi_moderate,4,5,196.1744,980.8722,6,True,1.0,4.0,2,3,-1.0994,True,42
TBI0161,tbi_moderate,2,5,182.4607,912.3033,6,True,1.0,6.0,2,2,1.1822,True,42
TBI0162,tbi_moderate,1,5,190.3807,951.9035,6,True,0.0,,1,2,-0.8065,True,42
TBI0163,tbi_moderate,2,5,201.9718,1009.859,6,True,0.0,,1,1,-0.6116,True,42
TBI0164,tbi_moderate,1,5,183.4363,917.1813,6,True,0.0,4.0,2,3,-0.8972,True,42
TBI0165,tbi_moderate,4,5,193.7324,968.6619,6,True,1.0,4.0,2,3,-0.1155,True,42
TBI0166,tbi_moderate,1,5,198.2694,991.3469,6,True,0.0,,1,1,-0.9662,True,42
TBI0167,tbi_moderate,2,5,195.3295,976.6476,6,True,0.0,,1,2,0.995,True,42
TBI0168,tbi_moderate,3,5,166.0901,830.4505,6,True,1.0,6.0,2,3,0.22,True,42
TBI0169,tbi_moderate,1,5,186.5689,932.8445,6,True,0.0,,1,1,0.4786,True,42
TBI0170,tbi_moderate,3,5,183.9796,919.8978,6,True,0.0,,0,0,0.2446,True,42
TBI0171,tbi_moderate,4,5,195.548,977.74,6,True,0.0,,1,1,-0.1581,True,42
TBI0172,tbi_moderate,1,5,174.2573,871.2867,6,True,0.0,,0,0,0.8089,True,42
TBI0173,tbi_moderate,4,5,202.175,1010.875,6,True,0.0,,1,2,-1.3697,True,42
TBI0174,tbi_moderate,2,5,183.8801,919.4006,5,False,,,0,0,-1.1182,True,42
TBI0175,tbi_moderate,2,5,195.3003,976.5013,6,True,0.0,,1,2,0.0148,True,42
TBI0176,tbi_moderate,1,5,188.0118,940.0591,6,True,1.0,5.0,2,3,-1.7491,True,42
TBI0177,tbi_moderate,3,5,193.9796,969.898,6,True,0.0,4.0,2,3,-0.1636,True,42
TBI0178,tbi_moderate,2,5,190.5664,952.8318,6,True,0.0,4.0,2,2,-0.6795,True,42
TBI0179,tbi_moderate,2,5,171.7159,858.5797,6,True,0.0,,0,1,0.5604,True,42
TBI0180,tbi_moderate,1,5,185.9048,929.524,6,True,0.0,4.0,2,3,2.0141,True,42
TBI0181,tbi_high,2,7,193.1672,1352.1704,6,True,0.0,5.0,2,3,-0.2569,True,42
TBI0182,tbi_high,1,7,205.1386,1435.97,6,True,0.0,5.0,2,2,0.1775,True,42
TBI0183,tbi_high,4,7,206.9669,1448.768,6,True,0.0,4.0,2,2,0.2445,True,42
TBI0184,tbi_high,4,7,202.3312,1416.3186,6,True,0.0,,1,2,-1.8676,True,42
TBI0185,tbi_high,2,7,187.3194,1311.2356,6,True,0.0,,0,1,-2.0374,True,42
TBI0186,tbi_high,2,7,163.9533,1147.673,6,True,0.0,,0,0,1.0359,True,42
TBI0187,tbi_high,2,7,164.3232,1150.2621,6,True,0.0,,1,2,-0.2076,True,42
TBI0188,tbi_high,1,7,199.2548,1394.7833,6,True,1.0,6.0,2,2,-0.5777,True,42
TBI0189,tbi_high,1,7,184.7869,1293.5083,6,True,0.0,4.0,2,3,-0.2159,True,42
TBI0190,tbi_high,1,7,226.0455,1582.3183,5,False,,4.0,2,3,-0.9555,True,42
TBI0191,tbi_high,1,7,152.5592,1067.9141,6,True,1.0,4.0,2,3,0.9262,True,42
TBI0192,tbi_high,3,7,215.4693,1508.2851,6,True,0.0,,1,1,-2.1222,True,42
TBI0193,tbi_high,1,7,199.7936,1398.5555,6,True,0.0,,1,2,-0.1101,True,42
TBI0194,tbi_high,4,7,203.1485,1422.0395,5,False,,,1,1,0.3896,True,42
TBI0195,tbi_high,1,7,190.2403,1331.6822,6,True,1.0,4.0,2,2,1.4008,True,42
TBI0196,tbi_high,1,7,192.0584,1344.4085,6,True,1.0,4.0,2,3,-0.1541,True,42
TBI0197,tbi_high,1,7,179.8995,1259.2968,6,True,0.0,,1,2,-0.1503,True,42
TBI0198,tbi_high,3,7,193.1438,1352.0065,6,True,1.0,6.0,2,2,1.014,True,42
TBI0199,tbi_high,3,7,212.7715,1489.4005,6,True,0.0,,1,1,1.1325,True,42
TBI0200,tbi_high,3,7,229.704,1607.9283,6,True,0.0,,1,2,-0.3432,True,42
TBI0201,tbi_high,4,7,191.7273,1342.0909,6,True,1.0,6.0,2,3,-1.1041,True,42
TBI0202,tbi_high,2,7,204.1091,1428.7634,6,True,1.0,6.0,2,2,-0.2698,True,42
TBI0203,tbi_high,1,7,211.7144,1482.0006,6,True,1.0,4.0,2,3,-0.8456,True,42
TBI0204,tbi_high,3,7,183.1001,1281.7009,6,True,0.0,,0,0,0.0676,True,42
TBI0205,tbi_high,3,7,188.5198,1319.6388,6,True,1.0,6.0,2,2,1.3808,True,42
TBI0206,tbi_high,3,7,192.1852,1345.2963,6,True,0.0,,1,2,0.617,True,42
TBI0207,tbi_high,1,7,221.4561,1550.1928,6,True,0.0,4.0,2,2,-0.2025,True,42
TBI0208,tbi_high,1,7,179.2022,1254.4156,6,True,1.0,6.0,2,3,-1.0969,True,42
TBI0209,tbi_high,4,7,201.4505,1410.1538,6,True,0.0,,1,1,-0.6846,True,42
TBI0210,tbi_high,4,7,204.95,1434.6498,6,True,0.0,,1,1,-1.8958,True,42
TBI0211,tbi_high,4,7,171.8767,1203.1372,6,True,0.0,,1,2,-0.0512,True,42
TBI0212,tbi_high,2,7,204.3854,1430.6975,5,False,,,1,2,-0.7697,True,42
TBI0213,tbi_high,4,7,193.6389,1355.4723,6,True,0.0,4.0,2,3,0.293,True,42
TBI0214,tbi_high,1,7,199.1393,1393.9754,6,True,1.0,5.0,2,2,-0.0176,True,42
TBI0215,tbi_high,1,7,168.3459,1178.4214,5,False,,,1,0,0.2717,True,42
TBI0216,tbi_high,4,7,195.5289,1368.7022,6,True,1.0,5.0,2,3,-0.3473,True,42
TBI0217,tbi_high,2,7,184.4676,1291.2729,6,True,0.0,,1,2,-0.7723,True,42
TBI0218,tbi_high,3,7,223.434,1564.0381,5,False,,5.0,2,3,-2.1292,True,42
TBI0219,tbi_high,4,7,179.3202,1255.2414,6,True,1.0,4.0,2,3,-0.176,True,42
TBI0220,tbi_high,3,7,169.4802,1186.3612,6,True,0.0,4.0,2,3,-1.4387,True,42
TBI0221,tbi_high,1,7,179.3182,1255.2275,6,True,1.0,5.0,2,2,0.4757,True,42
TBI0222,tbi_high,4,7,189.8196,1328.7369,6,True,0.0,5.0,2,2,0.5818,True,42
TBI0223,tbi_high,4,7,146.8001,1027.6006,6,True,1.0,4.0,2,3,1.7214,True,42
TBI0224,tbi_high,4,7,163.5288,1144.7015,4,False,,,1,1,0.2215,True,42
TBI0225,tbi_high,2,7,179.8273,1258.791,6,True,0.0,,0,0,-2.3123,True,42
TBI0226,tbi_high,2,7,179.6599,1257.6193,4,False,,,0,0,1.0703,True,42
TBI0227,tbi_high,1,7,227.1945,1590.3615,6,True,1.0,5.0,2,3,1.3068,True,42
TBI0228,tbi_high,4,7,193.3692,1353.5847,6,True,1.0,5.0,2,3,1.3684,True,42
TBI0229,tbi_high,3,7,186.711,1306.9767,6,True,1.0,4.0,2,3,1.5517,True,42
TBI0230,tbi_high,4,7,220.1289,1540.902,6,True,0.0,,1,2,-0.3603,True,42
TBI0231,tbi_high,2,7,187.0193,1309.1348,6,True,1.0,5.0,2,3,-0.2626,True,42
TBI0232,tbi_high,4,7,181.344,1269.4081,6,True,1.0,6.0,2,2,-0.7757,True,42
TBI0233,tbi_high,4,7,197.8084,1384.6586,6,True,1.0,4.0,2,3,1.567,True,42
TBI0234,tbi_high,2,7,219.3432,1535.4024,6,True,0.0,,1,1,0.8631,True,42
TBI0235,tbi_high,1,7,165.0866,1155.6064,6,True,0.0,,0,1,-0.3257,True,42
TBI0236,tbi_high,3,7,196.837,1377.8592,6,True,0.0,,1,1,-0.6771,True,42
TBI0237,tbi_high,1,7,191.2146,1338.5022,6,True,0.0,,0,0,-1.5097,True,42
TBI0238,tbi_high,1,7,177.7026,1243.9183,6,True,0.0,,1,1,-0.0313,True,42
TBI0239,tbi_high,2,7,187.6966,1313.8761,6,True,0.0,,1,1,-0.3773,True,42
TBI0240,tbi_high,3,7,200.0485,1400.3396,6,True,0.0,4.0,2,3,1.1291,True,42
