fish_id,group,batch,tbi_dpf,dpf,days_post_tbi,syringe_ml,holder,weight_g,drop_height_cm,n_weight_drops,inter_drop_interval_lt_10_min,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,recording_duration_min,sampling_rate_hz,anti_alias_lowpass_hz,bandpass_low_hz,bandpass_high_hz,window_length_s,window_overlap_s,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,lfp_mean_uv,lfp_variance_uv2,lfp_skewness,lfp_kurtosis,lfp_fourth_power_mean_uv4,lfp_seizure_event_rate_per_h,lfp_ica_complexity,hidden_state_TRUTH,is_synthetic,simulator_seed
TBI0005,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.305,0.0438,9.4085,True,3.0713,363.0002,-0.0994,2.4255,253089.8485,0.0,0.9146,0,True,42
TBI0006,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2988,0.0629,6.7546,True,9.0644,654.4282,-0.0517,3.0984,1371312.3269,0.0,0.7858,0,True,42
TBI0006,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0519,0.0663,1.2395,True,2.2537,550.4313,-0.0697,4.1728,1412114.9122,0.0,0.8633,0,True,42
TBI0006,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.4426,0.1005,15.5912,True,6.3686,644.8616,-0.4686,3.0566,1330115.2477,0.0,0.86,0,True,42
TBI0007,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.4381,0.059,28.0163,True,10.6592,861.9696,0.102,3.163,2704287.7244,0.0,0.892,0,True,42
TBI0007,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.789,0.0908,11.8721,True,14.7194,733.3856,0.0408,3.4288,1949760.2539,0.0,0.8553,0,True,42
TBI0007,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2,0.0506,4.8814,True,-7.6205,862.0527,-0.0171,3.8691,2803584.2545,0.25,0.8056,0,True,42
TBI0008,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7742,0.0922,6.1874,True,2.3556,711.1178,-0.326,2.5853,1379628.7645,0.0,0.9019,0,True,42
TBI0008,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1958,0.0445,43.8086,True,4.7656,592.7532,0.2195,3.1448,1084166.0044,0.0,0.7758,0,True,42
TBI0008,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.2819,0.0475,22.3392,True,-10.6009,635.9241,0.2077,2.8849,1127388.0011,0.25,0.8389,0,True,42
TBI0009,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7438,0.0816,7.1903,True,-6.0756,536.6052,-0.6189,3.5869,824578.6811,0.0,0.8234,0,True,42
TBI0009,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.4091,0.0903,3.5723,True,-16.5639,523.2277,-0.3882,2.7207,737697.6316,0.0,0.826,0,True,42
TBI0009,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7158,0.077,4.3485,True,-6.8506,711.6929,0.034,4.0376,2153443.8773,0.0,0.8665,0,True,42
TBI0010,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.5033,0.0752,12.3063,True,-10.8783,539.5526,-0.0206,2.5954,786172.4409,0.0,0.8924,0,True,42
TBI0010,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0608,0.056,10.5619,True,-2.6854,558.2317,-0.3547,3.1897,1130553.9328,0.0,0.8769,0,True,42
TBI0010,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7892,0.0756,1.6689,True,9.1703,499.6172,-0.3221,3.5852,685035.2176,0.0,0.8729,0,True,42
TBI0011,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2327,0.0841,10.3721,True,-1.0823,355.2415,0.052,3.4381,393295.1677,0.0,0.8417,0,True,42
TBI0011,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8857,0.0558,3.9762,True,-12.6014,606.0787,-0.2048,3.7281,1311628.7682,0.0,0.8505,0,True,42
TBI0011,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.4734,0.0835,4.117,True,-7.4138,646.1357,0.1767,2.8705,1322795.6968,0.25,0.9754,0,True,42
TBI0012,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,1.9784,0.0953,87.0897,False,3.1615,724.911,-0.7446,3.885,2101511.3658,0.0,0.8968,0,True,42
TBI0012,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3093,0.0963,8.4617,True,5.1283,649.7396,-0.204,3.1566,1318525.5087,0.0,0.8042,0,True,42
TBI0012,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7958,0.107,25.877,True,1.726,627.6161,0.3066,3.4503,1467412.5422,0.0,0.868,0,True,42
TBI0013,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8599,0.0425,13.6645,True,6.8556,527.7949,0.3677,2.3236,649606.7118,0.0,0.8978,0,True,42
TBI0013,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1245,0.071,13.9177,True,0.5858,591.3975,0.1503,4.44,1353079.6227,0.0,0.8923,0,True,42
TBI0013,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6085,0.064,23.7101,True,-0.0297,812.93,0.0661,3.2624,2123594.7241,0.0,0.8581,0,True,42
TBI0014,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3174,0.1066,3.077,True,-0.8603,789.1706,0.1049,4.0459,2452237.365,0.0,0.8769,0,True,42
TBI0014,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8479,0.1062,24.5427,True,12.8543,654.6749,-0.5732,3.3025,1402950.185,0.0,0.7417,0,True,42
TBI0014,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.4657,0.07,3.6805,True,-2.0595,449.2464,-0.0255,2.8621,529990.7181,0.25,0.7971,0,True,42
TBI0015,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1177,0.1264,8.4563,True,-6.5651,1034.4392,-0.2933,2.7682,2700041.0458,0.0,0.84,0,True,42
TBI0015,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1585,0.1063,23.7882,True,5.9438,713.1803,-0.0845,3.6681,1704970.5435,0.0,0.9079,0,True,42
TBI0015,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2169,0.0716,7.4706,True,2.9566,444.454,-0.1261,3.7642,865372.5829,0.0,0.8307,0,True,42
TBI0016,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6286,0.0827,78.8147,False,5.0553,544.1551,0.0504,3.7201,886615.7951,0.0,0.9014,0,True,42
TBI0016,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.811,0.0701,15.6089,True,-2.9482,316.1419,-0.2969,2.7378,309535.3063,0.0,0.9375,0,True,42
TBI0016,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7766,0.0561,16.913,True,4.0897,707.6374,0.7925,3.2689,1705770.3552,0.25,0.8713,0,True,42
TBI0017,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2322,0.047,7.6813,True,8.2022,705.0636,0.3021,2.9845,1540645.6624,0.25,0.7867,0,True,42
TBI0017,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1612,0.0626,13.0077,True,12.5189,817.2806,0.2022,2.9172,2040745.1261,0.0,0.8733,0,True,42
TBI0017,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1833,0.0981,5.1022,True,3.1026,1990.3828,0.9143,5.7272,22201482.0427,0.75,0.645,1,True,42
TBI0018,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2768,0.0687,8.131,True,4.7297,1832.5776,0.4546,5.6791,18333169.2876,1.5,0.6119,1,True,42
TBI0018,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9936,0.082,15.1081,True,2.1005,710.6134,0.0937,2.8391,1565238.1724,0.0,0.8419,0,True,42
TBI0018,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9118,0.0764,33.7803,True,1.274,672.5343,-0.1565,3.6046,1335154.9313,0.0,0.9673,0,True,42
TBI0019,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.5612,0.0941,26.3967,True,-6.9419,565.4988,0.1621,3.023,1107973.5344,0.25,0.9189,0,True,42
TBI0019,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2881,0.0489,11.5332,True,-11.4944,537.4683,-0.3457,2.9747,889162.6191,0.0,0.8951,0,True,42
TBI0019,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9125,0.0818,13.3769,True,6.6096,565.7222,0.3619,3.826,1100494.6673,0.0,0.8008,0,True,42
TBI0020,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0793,0.0398,11.7815,True,-5.0215,942.4698,0.1163,3.4593,3422416.3589,0.0,0.871,0,True,42
TBI0020,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.6683,0.0867,6.911,True,-11.5248,586.5419,0.2859,3.1755,933993.4071,0.0,0.8804,0,True,42
TBI0020,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0694,0.0695,13.2567,True,-3.6826,448.8257,0.2547,2.8434,542795.215,0.0,0.8371,0,True,42
TBI0021,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2932,0.0641,20.0547,True,-3.3733,357.5978,0.2302,3.5371,447222.1704,0.5,0.7897,0,True,42
TBI0021,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0879,0.0773,8.9071,True,5.0242,562.4564,-0.1565,3.9765,1323369.7616,0.0,0.8392,0,True,42
TBI0021,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6373,0.054,4.2173,True,-1.8513,755.739,-0.066,2.8436,2150981.337,0.0,0.8814,0,True,42
TBI0022,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8853,0.0455,81.9235,False,0.1367,575.5062,0.1872,3.0975,1010836.725,0.25,0.8561,0,True,42
TBI0022,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.162,0.0591,22.4556,True,0.8165,731.5226,-0.2496,3.6579,2287639.763,0.5,0.9028,0,True,42
TBI0022,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3955,0.0899,12.1045,True,-9.3641,697.4621,0.2468,2.9434,1407857.5793,0.25,0.8054,0,True,42
TBI0023,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.3963,0.0806,11.048,True,4.9357,381.8085,-0.2408,3.0635,382035.9131,0.0,0.8285,0,True,42
TBI0023,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.462,0.0871,5.4479,True,-2.4992,672.9399,0.3222,6.3786,2129721.3059,0.5,0.6691,1,True,42
TBI0023,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0687,0.0769,5.3442,True,1.6656,1009.3629,1.1887,3.9791,3902939.3509,0.5,0.606,1,True,42
TBI0024,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8431,0.1186,8.1302,True,10.9037,430.3169,0.1829,3.5503,544029.3089,0.0,0.8923,0,True,42
TBI0024,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3329,0.0664,6.7721,True,7.7369,505.9292,0.0197,3.3872,889124.0534,0.0,0.809,0,True,42
TBI0024,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2063,0.0372,2.7029,True,4.4945,623.598,-0.065,2.9812,1321339.5855,0.0,0.8886,0,True,42
TBI0025,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9516,0.046,15.3013,True,3.5036,597.354,0.2073,2.8897,892211.6107,0.0,0.844,0,True,42
TBI0025,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0369,0.0988,81.4827,False,4.8683,831.8566,0.1556,3.3228,2194197.8195,0.0,0.905,0,True,42
TBI0025,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2163,0.0858,11.9384,True,2.0324,859.078,0.1311,3.4623,2683421.8908,0.0,0.878,0,True,42
TBI0026,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0357,0.0686,22.9323,True,-7.0821,1100.3148,0.2968,3.3297,3751371.3101,0.0,0.8611,0,True,42
TBI0026,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0938,0.1603,15.5169,True,-8.0264,381.5267,-0.0494,2.8414,388891.3534,0.0,0.8058,0,True,42
TBI0026,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9505,0.0757,4.7392,True,-1.9894,599.3926,-0.1932,2.4298,857351.4024,0.0,0.8498,0,True,42
TBI0027,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.4432,0.0557,10.9265,True,2.5028,586.7509,-0.2803,3.1763,1158737.1996,0.25,0.8053,0,True,42
TBI0027,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.3344,0.09,4.2812,True,0.834,313.2071,0.3251,3.5942,313262.7607,0.0,0.9247,0,True,42
TBI0027,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3196,0.0439,31.9633,True,15.9043,2051.7105,0.2289,5.6472,26549260.0295,1.0,0.618,1,True,42
TBI0028,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3522,0.0761,12.5112,True,15.6591,676.9633,-0.0251,3.3704,1500684.068,0.0,0.9071,0,True,42
TBI0028,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9896,0.1118,20.3447,True,15.2646,1578.976,0.883,4.3526,10649089.2966,1.0,0.6202,1,True,42
TBI0028,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.5708,0.0703,17.4091,True,9.4115,1607.7683,0.624,7.2533,18095775.6671,0.75,0.6312,1,True,42
TBI0029,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.4412,0.0876,5.8664,True,-15.7959,523.3954,-0.0741,2.6075,735386.8377,0.0,0.8133,0,True,42
TBI0029,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2788,0.0497,10.1407,True,-5.8966,824.5042,-0.1994,2.8476,1955783.1,0.0,0.8899,0,True,42
TBI0029,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8767,0.0637,10.9547,True,-7.5127,414.0515,-0.1209,2.5111,379560.6824,0.25,0.8216,0,True,42
TBI0030,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9658,0.1088,11.0927,True,-5.035,615.6631,0.365,3.6214,1279635.1,0.0,1.0,0,True,42
TBI0030,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.4959,0.064,17.5803,True,-1.2077,617.6215,0.5586,3.9502,1592846.2008,0.0,0.8631,0,True,42
TBI0030,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1399,0.0837,15.7781,True,-1.8843,570.3842,0.6253,3.6073,1168265.1906,0.0,0.7642,0,True,42
TBI0031,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7225,0.1116,38.5697,True,-6.4696,642.3876,0.4134,3.1956,1369930.2613,0.0,0.9664,0,True,42
TBI0031,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.945,0.0993,12.5769,True,8.5295,539.5765,-0.1924,3.9338,1135268.5767,0.0,0.8127,0,True,42
TBI0031,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3193,0.1081,6.6521,True,-6.6268,874.088,0.0433,2.8796,2190800.7529,0.0,0.8776,0,True,42
TBI0032,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.804,0.06,11.5369,True,-0.8592,618.4374,0.1888,2.986,1173080.182,0.0,0.8105,0,True,42
TBI0032,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3603,0.1046,1.8747,True,1.3886,589.3277,-0.429,3.7261,1207793.821,0.0,0.8604,0,True,42
TBI0032,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0453,0.0346,8.9986,True,9.4106,1837.7704,0.7317,5.7823,19430514.7344,0.5,0.5835,1,True,42
TBI0033,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9533,0.0596,42.0326,True,8.0854,698.7165,0.3418,2.8451,1162941.3106,0.0,0.8498,0,True,42
TBI0033,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.7377,0.0459,6.7087,True,-1.7456,910.927,0.003,3.5881,3215642.3165,0.25,0.8526,0,True,42
TBI0033,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2448,0.1009,5.4216,True,-4.5402,703.4332,-0.0238,3.4572,1667210.6158,0.0,0.9434,0,True,42
TBI0034,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1381,0.2248,4.3038,False,7.8999,1022.6406,0.3549,4.3306,3834530.9668,0.25,0.8049,0,True,42
TBI0034,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1772,0.0801,25.2098,True,-1.342,539.5703,-0.166,4.124,1193349.3668,0.0,0.7742,0,True,42
TBI0034,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9069,0.0815,5.2013,True,4.6158,814.4711,0.1228,3.6752,2732616.026,0.25,0.8438,0,True,42
TBI0035,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7978,0.075,7.0365,True,14.3877,402.9347,-0.1853,3.5376,697644.1753,0.0,0.9236,0,True,42
TBI0035,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1183,0.0612,25.083,True,0.6464,1021.9026,0.1639,4.017,4205210.2215,0.0,0.9683,0,True,42
TBI0035,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0334,0.1097,10.481,True,1.1979,584.9904,0.0917,4.4719,1525395.4462,0.0,0.8263,0,True,42
TBI0036,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.5666,0.061,40.738,True,10.6458,530.5675,0.3034,4.7133,1440091.1771,0.0,0.9888,0,True,42
